suite,profile,condition,method,n,accuracy,precision,recall,f1,false_positive_rate,false_negative_rate,mean_steps,mean_predicate_checks,mean_probes
predicate_noise,correlated_sensor,0.00,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,8.109134615384615,3.058173076923077
predicate_noise,correlated_sensor,0.00,noisy_contact_grammar,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,5.358173076923077,0.0
predicate_noise,correlated_sensor,0.02,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6504807692307693,8.149519230769231,3.0711538461538463
predicate_noise,correlated_sensor,0.02,noisy_contact_grammar,2080,0.9908653846153846,0.9907120743034056,0.9800918836140888,0.9853733641262511,0.004204625087596356,0.019908116385911178,1.6370192307692308,5.340865384615385,0.0
predicate_noise,correlated_sensor,0.05,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6538461538461537,8.132211538461538,3.085576923076923
predicate_noise,correlated_sensor,0.05,noisy_contact_grammar,2080,0.9836538461538461,0.9858712715855573,0.9617151607963247,0.9736434108527131,0.006306937631394534,0.03828483920367534,1.6274038461538463,5.282211538461539,0.0
predicate_noise,correlated_sensor,0.10,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.677403846153846,8.167307692307693,3.1173076923076923
predicate_noise,correlated_sensor,0.10,noisy_contact_grammar,2080,0.95625,0.9517684887459807,0.9065849923430321,0.9286274509803922,0.02102312543798178,0.09341500765696784,1.6134615384615385,5.1908653846153845,0.0
predicate_noise,correlated_sensor,0.20,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6918269230769232,8.216346153846153,3.168269230769231
predicate_noise,correlated_sensor,0.20,noisy_contact_grammar,2080,0.9264423076923077,0.9222972972972973,0.8361408882082695,0.8771084337349396,0.0322354590049054,0.1638591117917305,1.5817307692307692,5.064903846153846,0.0
predicate_noise,correlated_sensor,0.30,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.7052884615384616,8.26201923076923,3.2423076923076923
predicate_noise,correlated_sensor,0.30,noisy_contact_grammar,2080,0.8913461538461539,0.8917431192660551,0.7442572741194488,0.8113522537562605,0.04134548002803083,0.2557427258805513,1.5341346153846154,4.872596153846154,0.0
predicate_noise,false_feature,0.00,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,8.109134615384615,3.058173076923077
predicate_noise,false_feature,0.00,noisy_contact_grammar,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,5.358173076923077,0.0
predicate_noise,false_feature,0.02,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6649038461538461,8.159615384615385,3.0509615384615385
predicate_noise,false_feature,0.02,noisy_contact_grammar,2080,0.9855769230769231,0.968421052631579,0.9862174578866769,0.9772382397572079,0.014716187806587245,0.013782542113323124,1.6548076923076922,5.391826923076923,0.0
predicate_noise,false_feature,0.05,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6985576923076924,8.276923076923078,3.0389423076923077
predicate_noise,false_feature,0.05,noisy_contact_grammar,2080,0.9639423076923077,0.922514619883041,0.9663093415007658,0.943904263275991,0.03714085494043448,0.033690658499234305,1.675,5.467307692307692,0.0
predicate_noise,false_feature,0.10,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.7259615384615385,8.397596153846154,3.058173076923077
predicate_noise,false_feature,0.10,noisy_contact_grammar,2080,0.9350961538461539,0.8808823529411764,0.9173047473200613,0.8987246811702926,0.056762438682550806,0.08269525267993874,1.6682692307692308,5.482692307692307,0.0
predicate_noise,false_feature,0.20,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.810576923076923,8.65,3.0139423076923078
predicate_noise,false_feature,0.20,noisy_contact_grammar,2080,0.8817307692307692,0.7753721244925575,0.877488514548239,0.8232758620689655,0.11632796075683252,0.1225114854517611,1.7254807692307692,5.666826923076923,0.0
predicate_noise,false_feature,0.30,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.8764423076923078,9.023076923076923,2.99375
predicate_noise,false_feature,0.30,noisy_contact_grammar,2080,0.8355769230769231,0.7006451612903226,0.8315467075038285,0.7605042016806722,0.16257883672039244,0.16845329249617153,1.7596153846153846,5.866826923076923,0.0
predicate_noise,feature_drop,0.00,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,8.109134615384615,3.058173076923077
predicate_noise,feature_drop,0.00,noisy_contact_grammar,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,5.358173076923077,0.0
predicate_noise,feature_drop,0.02,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6538461538461537,8.09326923076923,3.0923076923076924
predicate_noise,feature_drop,0.02,noisy_contact_grammar,2080,0.9822115384615384,0.9873417721518988,0.9555895865237366,0.9712062256809338,0.005606166783461808,0.0444104134762634,1.625,5.2384615384615385,0.0
predicate_noise,feature_drop,0.05,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6528846153846153,8.088942307692308,3.1572115384615387
predicate_noise,feature_drop,0.05,noisy_contact_grammar,2080,0.9605769230769231,0.9863713798977853,0.886676875957121,0.9338709677419355,0.005606166783461808,0.11332312404287902,1.5778846153846153,5.047596153846154,0.0
predicate_noise,feature_drop,0.10,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6673076923076924,8.001923076923077,3.237019230769231
predicate_noise,feature_drop,0.10,noisy_contact_grammar,2080,0.9235576923076924,0.960820895522388,0.7886676875957122,0.8662741799831792,0.014716187806587245,0.2113323124042879,1.5274038461538462,4.718269230769231,0.0
predicate_noise,feature_drop,0.20,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6764423076923076,7.927884615384615,3.3884615384615384
predicate_noise,feature_drop,0.20,noisy_contact_grammar,2080,0.8658653846153846,0.9308755760368663,0.6186830015313936,0.7433302667893285,0.02102312543798178,0.38131699846860645,1.425,4.194230769230769,0.0
predicate_noise,feature_drop,0.30,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6899038461538463,7.741826923076923,3.496153846153846
predicate_noise,feature_drop,0.30,noisy_contact_grammar,2080,0.81875,0.8791208791208791,0.4900459418070444,0.6293018682399214,0.030833917309039945,0.5099540581929556,1.35625,3.6942307692307694,0.0
predicate_noise,independent,0.00,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,8.109134615384615,3.058173076923077
predicate_noise,independent,0.00,noisy_contact_grammar,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,5.358173076923077,0.0
predicate_noise,independent,0.02,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6610576923076923,8.120192307692308,3.064423076923077
predicate_noise,independent,0.02,noisy_contact_grammar,2080,0.9850961538461539,0.9755351681957186,0.9770290964777948,0.9762815608263198,0.011212333566923615,0.022970903522205207,1.645673076923077,5.321153846153846,0.0
predicate_noise,independent,0.05,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6778846153846154,8.148557692307692,3.141346153846154
predicate_noise,independent,0.05,noisy_contact_grammar,2080,0.9466346153846154,0.9471947194719472,0.8790199081163859,0.9118347895154885,0.02242466713384723,0.12098009188361408,1.5975961538461538,5.093269230769231,0.0
predicate_noise,independent,0.10,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.7052884615384616,8.111057692307693,3.1697115384615384
predicate_noise,independent,0.10,noisy_contact_grammar,2080,0.9163461538461538,0.9025210084033614,0.8223583460949464,0.8605769230769231,0.04064470918009811,0.1776416539050536,1.5875,4.924038461538461,0.0
predicate_noise,independent,0.20,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.729326923076923,8.083653846153846,3.308653846153846
predicate_noise,independent,0.20,noisy_contact_grammar,2080,0.85,0.8362919132149902,0.6493108728943339,0.7310344827586208,0.05816398037841626,0.35068912710566613,1.5004807692307693,4.445673076923077,0.0
predicate_noise,independent,0.30,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.7557692307692307,8.226442307692308,3.3692307692307693
predicate_noise,independent,0.30,noisy_contact_grammar,2080,0.8057692307692308,0.7621052631578947,0.554364471669219,0.6418439716312057,0.07918710581639804,0.445635528330781,1.4625,4.297115384615385,0.0
predicate_noise,morphology_bias,0.00,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,8.109134615384615,3.058173076923077
predicate_noise,morphology_bias,0.00,noisy_contact_grammar,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,5.358173076923077,0.0
predicate_noise,morphology_bias,0.02,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6572115384615385,8.145673076923076,3.0947115384615387
predicate_noise,morphology_bias,0.02,noisy_contact_grammar,2080,0.9774038461538461,0.9794303797468354,0.9479326186830015,0.9634241245136186,0.009110021023125438,0.05206738131699847,1.6221153846153846,5.262019230769231,0.0
predicate_noise,morphology_bias,0.05,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6716346153846153,8.10625,3.1144230769230767
predicate_noise,morphology_bias,0.05,noisy_contact_grammar,2080,0.9596153846153846,0.956661316211878,0.9127105666156202,0.9341692789968652,0.0189208128941836,0.08728943338437979,1.614423076923077,5.150480769230769,0.0
predicate_noise,morphology_bias,0.10,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6831730769230768,8.160096153846155,3.1817307692307693
predicate_noise,morphology_bias,0.10,noisy_contact_grammar,2080,0.9283653846153846,0.9344827586206896,0.8300153139356815,0.8791565287915653,0.026629292221443588,0.16998468606431852,1.572596153846154,4.9899038461538465,0.0
predicate_noise,morphology_bias,0.20,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.7221153846153847,8.208653846153846,3.3125
predicate_noise,morphology_bias,0.20,noisy_contact_grammar,2080,0.854326923076923,0.848605577689243,0.6523736600306279,0.7376623376623377,0.053258584442887176,0.34762633996937214,1.4913461538461539,4.564903846153846,0.0
predicate_noise,morphology_bias,0.30,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.7389423076923076,8.146634615384615,3.3697115384615386
predicate_noise,morphology_bias,0.30,noisy_contact_grammar,2080,0.8216346153846154,0.8012820512820513,0.5742725880551302,0.6690454950936663,0.06517168885774352,0.42572741194486985,1.4600961538461539,4.3254807692307695,0.0
predicate_noise,side_role_swap,0.00,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,8.109134615384615,3.058173076923077
predicate_noise,side_role_swap,0.00,noisy_contact_grammar,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,5.358173076923077,0.0
predicate_noise,side_role_swap,0.02,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.654326923076923,8.1375,3.0740384615384615
predicate_noise,side_role_swap,0.02,noisy_contact_grammar,2080,0.9875,0.986046511627907,0.9739663093415007,0.9799691833590138,0.006306937631394534,0.026033690658499236,1.6365384615384615,5.325961538461539,0.0
predicate_noise,side_role_swap,0.05,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6783653846153845,8.223557692307692,3.078846153846154
predicate_noise,side_role_swap,0.05,noisy_contact_grammar,2080,0.9658653846153846,0.9476923076923077,0.9433384379785605,0.945510360706063,0.023826208829712685,0.05666156202143951,1.6403846153846153,5.3307692307692305,0.0
predicate_noise,side_role_swap,0.10,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.697596153846154,8.171153846153846,3.10625
predicate_noise,side_role_swap,0.10,noisy_contact_grammar,2080,0.9423076923076923,0.9183673469387755,0.8958652373660031,0.9069767441860466,0.036440084092501754,0.10413476263399694,1.6283653846153847,5.2004807692307695,0.0
predicate_noise,side_role_swap,0.20,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.739903846153846,8.30673076923077,3.1879807692307693
predicate_noise,side_role_swap,0.20,noisy_contact_grammar,2080,0.8822115384615384,0.8434343434343434,0.7672281776416539,0.8035284683239775,0.06517168885774352,0.2327718223583461,1.5846153846153845,5.001442307692308,0.0
predicate_noise,side_role_swap,0.30,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.771153846153846,8.416346153846154,3.210576923076923
predicate_noise,side_role_swap,0.30,noisy_contact_grammar,2080,0.8514423076923077,0.7925170068027211,0.7136294027565084,0.7510072522159549,0.08549404344779257,0.28637059724349156,1.5793269230769231,4.974519230769231,0.0
